category,month,count
math.CO,2017-12,314
math.CO,2018-01,318
math.CO,2018-02,318
math.CO,2018-03,354
math.CO,2018-04,353
math.CO,2018-05,379
math.CO,2018-06,341
math.CO,2018-07,395
math.CO,2018-08,378
math.CO,2018-09,354
math.CO,2018-10,376
math.CO,2018-11,329
math.CO,2018-12,361
math.CO,2019-01,313
math.CO,2019-02,335
math.CO,2019-03,354
math.CO,2019-04,370
math.CO,2019-05,366
math.CO,2019-06,380
math.CO,2019-07,468
math.CO,2019-08,400
math.CO,2019-09,426
math.CO,2019-10,433
math.CO,2019-11,403
math.CO,2019-12,426
math.CO,2020-01,354
math.CO,2020-02,339
math.CO,2020-03,447
math.CO,2020-04,406
math.CO,2020-05,428
math.CO,2020-06,435
math.CO,2020-07,449
math.CO,2020-08,408
math.CO,2020-09,432
math.CO,2020-10,412
math.CO,2020-11,362
math.CO,2020-12,440
math.CO,2021-01,337
math.CO,2021-02,368
math.CO,2021-03,425
math.CO,2021-04,398
math.CO,2021-05,412
math.CO,2021-06,423
math.CO,2021-07,392
math.CO,2021-08,405
math.CO,2021-09,393
math.CO,2021-10,416
math.CO,2021-11,463
math.CO,2021-12,450
math.CO,2022-01,392
math.CO,2022-02,389
math.CO,2022-03,412
math.CO,2022-04,372
math.CO,2022-05,410
math.CO,2022-06,424
math.CO,2022-07,433
math.CO,2022-08,406
math.CO,2022-09,446
math.CO,2022-10,425
math.CO,2022-11,462
math.CO,2022-12,460
math.CO,2023-01,364
math.CO,2023-02,387
math.CO,2023-03,483
math.CO,2023-04,346
math.CO,2023-05,485
math.CO,2023-06,438
math.CO,2023-07,454
math.CO,2023-08,442
math.CO,2023-09,447
math.CO,2023-10,487
math.CO,2023-11,459
math.CO,2023-12,486
math.CO,2024-01,447
math.CO,2024-02,483
math.CO,2024-03,468
math.CO,2024-04,473
math.CO,2024-05,492
math.CO,2024-06,432
math.CO,2024-07,485
math.CO,2024-08,488
math.CO,2024-09,518
math.CO,2024-10,528
math.CO,2024-11,518
math.CO,2024-12,512
math.CO,2025-01,479
math.CO,2025-02,447
math.CO,2025-03,508
math.CO,2025-04,464
math.CO,2025-05,463
math.CO,2025-06,470
math.CO,2025-07,567
math.CO,2025-08,542
math.CO,2025-09,616
math.CO,2025-10,607
math.CO,2025-11,546
math.CO,2025-12,581
math.CO,2026-01,521
math.CO,2026-02,513
math.CO,2026-03,676
math.CO,2026-04,620
math.CO,2026-05,805
math.CO,2026-06,823
math.AC,2017-01,75
math.AC,2017-02,48
math.AC,2017-03,63
math.AC,2017-04,37
math.AC,2017-05,79
math.AC,2017-06,62
math.AC,2017-07,62
math.AC,2017-08,66
math.AC,2017-09,64
math.AC,2017-10,66
math.AC,2017-11,62
math.AC,2017-12,67
math.AC,2018-01,70
math.AC,2018-02,67
math.AC,2018-03,69
math.AC,2018-04,53
math.AC,2018-05,57
math.AC,2018-06,72
math.AC,2018-07,60
math.AC,2018-08,49
math.AC,2018-09,55
math.AC,2018-10,67
math.AC,2018-11,51
math.AC,2018-12,54
math.AC,2019-01,60
math.AC,2019-02,44
math.AC,2019-03,60
math.AC,2019-04,58
math.AC,2019-05,65
math.AC,2019-06,52
math.AC,2019-07,85
math.AC,2019-08,50
math.AC,2019-09,62
math.AC,2019-10,70
math.AC,2019-11,59
math.AC,2019-12,57
math.AC,2020-01,46
math.AC,2020-02,67
math.AC,2020-03,61
math.AC,2020-04,53
math.AC,2020-05,68
math.AC,2020-06,66
math.AC,2020-07,68
math.AC,2020-08,51
math.AC,2020-09,65
math.AC,2020-10,54
math.AC,2020-11,69
math.AC,2020-12,59
math.AC,2021-01,79
math.AC,2021-02,58
math.AC,2021-03,53
math.AC,2021-04,62
math.AC,2021-05,66
math.AC,2021-06,74
math.AC,2021-07,80
math.AC,2021-08,65
math.AC,2021-09,55
math.AC,2021-10,48
math.AC,2021-11,69
math.AC,2021-12,78
math.AC,2022-01,57
math.AC,2022-02,67
math.AC,2022-03,62
math.AC,2022-04,52
math.AC,2022-05,68
math.AC,2022-06,54
math.AC,2022-07,65
math.AC,2022-08,90
math.AC,2022-09,75
math.AC,2022-10,80
math.AC,2022-11,48
math.AC,2022-12,71
math.AC,2023-01,52
math.AC,2023-02,66
math.AC,2023-03,75
math.AC,2023-04,61
math.AC,2023-05,76
math.AC,2023-06,75
math.AC,2023-07,67
math.AC,2023-08,85
math.AC,2023-09,78
math.AC,2023-10,73
math.AC,2023-11,81
math.AC,2023-12,77
math.AC,2024-01,71
math.AC,2024-02,58
math.AC,2024-03,72
math.AC,2024-04,94
math.AC,2024-05,92
math.AC,2024-06,77
math.AC,2024-07,76
math.AC,2024-08,54
math.AC,2024-09,76
math.AC,2024-10,65
math.AC,2024-11,62
math.AC,2024-12,78
math.AC,2025-01,71
math.AC,2025-02,86
math.AC,2025-03,85
math.AC,2025-04,77
math.AC,2025-05,70
math.AC,2025-06,99
math.AC,2025-07,82
math.AC,2025-08,71
math.AC,2025-09,96
math.AC,2025-10,103
math.AC,2025-11,84
math.AC,2025-12,92
math.AC,2026-01,72
math.AC,2026-02,72
math.AC,2026-03,109
math.AC,2026-04,81
math.AC,2026-05,101
math.AC,2026-06,113
math.CV,2017-01,89
math.CV,2017-02,64
math.CV,2017-03,105
math.CV,2017-04,64
math.CV,2017-05,88
math.CV,2017-06,83
math.CV,2017-07,66
math.CV,2017-08,74
math.CV,2017-09,90
math.CV,2017-10,90
math.CV,2017-11,94
math.CV,2017-12,77
math.CV,2018-01,70
math.CV,2018-02,82
math.CV,2018-03,66
math.CV,2018-04,89
math.CV,2018-05,91
math.CV,2018-06,77
math.CV,2018-07,86
math.CV,2018-08,84
math.CV,2018-09,74
math.CV,2018-10,105
math.CV,2018-11,88
math.CV,2018-12,77
math.CV,2019-01,87
math.CV,2019-02,77
math.CV,2019-03,79
math.CV,2019-04,87
math.CV,2019-05,95
math.CV,2019-06,73
math.CV,2019-07,89
math.CV,2019-08,89
math.CV,2019-09,100
math.CV,2019-10,86
math.CV,2019-11,91
math.CV,2019-12,90
math.CV,2020-01,87
math.CV,2020-02,78
math.CV,2020-03,90
math.CV,2020-04,126
math.CV,2020-05,95
math.CV,2020-06,97
math.CV,2020-07,111
math.CV,2020-08,95
math.CV,2020-09,112
math.CV,2020-10,86
math.CV,2020-11,110
math.CV,2020-12,92
math.CV,2021-01,96
math.CV,2021-02,69
math.CV,2021-03,98
math.CV,2021-04,84
math.CV,2021-05,89
math.CV,2021-06,106
math.CV,2021-07,86
math.CV,2021-08,78
math.CV,2021-09,101
math.CV,2021-10,74
math.CV,2021-11,106
math.CV,2021-12,97
math.CV,2022-01,84
math.CV,2022-02,76
math.CV,2022-03,81
math.CV,2022-04,76
math.CV,2022-05,69
math.CV,2022-06,92
math.CV,2022-07,88
math.CV,2022-08,96
math.CV,2022-09,92
math.CV,2022-10,110
math.CV,2022-11,100
math.CV,2022-12,80
math.CV,2023-01,72
math.CV,2023-02,69
math.CV,2023-03,81
math.CV,2023-04,78
math.CV,2023-05,91
math.CV,2023-06,86
math.CV,2023-07,86
math.CV,2023-08,94
math.CV,2023-09,101
math.CV,2023-10,96
math.CV,2023-11,92
math.CV,2023-12,96
math.CV,2024-01,98
math.CV,2024-02,83
math.CV,2024-03,80
math.CV,2024-04,91
math.CV,2024-05,122
math.CV,2024-06,88
math.CV,2024-07,110
math.CV,2024-08,80
math.CV,2024-09,119
math.CV,2024-10,110
math.CV,2024-11,89
math.CV,2024-12,77
math.CV,2025-01,82
math.CV,2025-02,98
math.CV,2025-03,105
math.CV,2025-04,94
math.CV,2025-05,109
math.CV,2025-06,91
math.CV,2025-07,99
math.CV,2025-08,90
math.CV,2025-09,110
math.CV,2025-10,105
math.CV,2025-11,120
math.CV,2025-12,136
math.CV,2026-01,88
math.CV,2026-02,100
math.CV,2026-03,134
math.CV,2026-04,111
math.CV,2026-05,133
math.CV,2026-06,143
math.DG,2017-01,182
math.DG,2017-02,153
math.DG,2017-03,198
math.DG,2017-04,146
math.DG,2017-05,206
math.DG,2017-06,173
math.DG,2017-07,167
math.DG,2017-08,165
math.DG,2017-09,210
math.DG,2017-10,202
math.DG,2017-11,195
math.DG,2017-12,202
math.DG,2018-01,167
math.DG,2018-02,185
math.DG,2018-03,196
math.DG,2018-04,178
math.DG,2018-05,197
math.DG,2018-06,165
math.DG,2018-07,186
math.DG,2018-08,190
math.DG,2018-09,171
math.DG,2018-10,223
math.DG,2018-11,191
math.DG,2018-12,185
math.DG,2019-01,192
math.DG,2019-02,171
math.DG,2019-03,202
math.DG,2019-04,188
math.DG,2019-05,207
math.DG,2019-06,159
math.DG,2019-07,180
math.DG,2019-08,175
math.DG,2019-09,236
math.DG,2019-10,239
math.DG,2019-11,206
math.DG,2019-12,195
math.DG,2020-01,196
math.DG,2020-02,174
math.DG,2020-03,203
math.DG,2020-04,210
math.DG,2020-05,184
math.DG,2020-06,209
math.DG,2020-07,249
math.DG,2020-08,198
math.DG,2020-09,224
math.DG,2020-10,219
math.DG,2020-11,182
math.DG,2020-12,222
math.DG,2021-01,188
math.DG,2021-02,174
math.DG,2021-03,211
math.DG,2021-04,170
math.DG,2021-05,214
math.DG,2021-06,190
math.DG,2021-07,193
math.DG,2021-08,199
math.DG,2021-09,221
math.DG,2021-10,201
math.DG,2021-11,202
math.DG,2021-12,208
math.DG,2022-01,185
math.DG,2022-02,174
math.DG,2022-03,214
math.DG,2022-04,213
math.DG,2022-05,203
math.DG,2022-06,204
math.DG,2022-07,178
math.DG,2022-08,205
math.DG,2022-09,191
math.DG,2022-10,221
math.DG,2022-11,200
math.DG,2022-12,205
math.DG,2023-01,165
math.DG,2023-02,180
math.DG,2023-03,230
math.DG,2023-04,184
math.DG,2023-05,226
math.DG,2023-06,229
math.DG,2023-07,202
math.DG,2023-08,195
math.DG,2023-09,248
math.DG,2023-10,255
math.DG,2023-11,208
math.DG,2023-12,201
math.DG,2024-01,234
math.DG,2024-02,206
math.DG,2024-03,213
math.DG,2024-04,249
math.DG,2024-05,232
math.DG,2024-06,222
math.DG,2024-07,237
math.DG,2024-08,187
math.DG,2024-09,220
math.DG,2024-10,261
math.DG,2024-11,214
math.DG,2024-12,251
math.DG,2025-01,210
math.DG,2025-02,218
math.DG,2025-03,248
math.DG,2025-04,242
math.DG,2025-05,231
math.DG,2025-06,223
math.DG,2025-07,297
math.DG,2025-08,215
math.DG,2025-09,256
math.DG,2025-10,278
math.DG,2025-11,273
math.DG,2025-12,302
math.DG,2026-01,251
math.DG,2026-02,238
math.DG,2026-03,281
math.DG,2026-04,289
math.DG,2026-05,312
math.DG,2026-06,371
math.DS,2017-01,172
math.DS,2017-02,189
math.DS,2017-03,187
math.DS,2017-04,134
math.DS,2017-05,210
math.DS,2017-06,183
math.DS,2017-07,166
math.DS,2017-08,163
math.DS,2017-09,164
math.DS,2017-10,199
math.DS,2017-11,186
math.DS,2017-12,177
math.DS,2018-01,178
math.DS,2018-02,180
math.DS,2018-03,212
math.DS,2018-04,159
math.DS,2018-05,204
math.DS,2018-06,169
math.DS,2018-07,174
math.DS,2018-08,172
math.DS,2018-09,168
math.DS,2018-10,213
math.DS,2018-11,178
math.DS,2018-12,184
math.DS,2019-01,206
math.DS,2019-02,207
math.DS,2019-03,198
math.DS,2019-04,211
math.DS,2019-05,218
math.DS,2019-06,193
math.DS,2019-07,204
math.DS,2019-08,202
math.DS,2019-09,241
math.DS,2019-10,264
math.DS,2019-11,199
math.DS,2019-12,206
math.DS,2020-01,206
math.DS,2020-02,221
math.DS,2020-03,252
math.DS,2020-04,243
math.DS,2020-05,246
math.DS,2020-06,281
math.DS,2020-07,242
math.DS,2020-08,196
math.DS,2020-09,239
math.DS,2020-10,252
math.DS,2020-11,218
math.DS,2020-12,260
math.DS,2021-01,209
math.DS,2021-02,233
math.DS,2021-03,273
math.DS,2021-04,228
math.DS,2021-05,247
math.DS,2021-06,237
math.DS,2021-07,212
math.DS,2021-08,202
math.DS,2021-09,221
math.DS,2021-10,227
math.DS,2021-11,245
math.DS,2021-12,262
math.DS,2022-01,185
math.DS,2022-02,217
math.DS,2022-03,266
math.DS,2022-04,179
math.DS,2022-05,212
math.DS,2022-06,230
math.DS,2022-07,206
math.DS,2022-08,232
math.DS,2022-09,270
math.DS,2022-10,231
math.DS,2022-11,224
math.DS,2022-12,194
math.DS,2023-01,213
math.DS,2023-02,235
math.DS,2023-03,287
math.DS,2023-04,216
math.DS,2023-05,247
math.DS,2023-06,240
math.DS,2023-07,238
math.DS,2023-08,231
math.DS,2023-09,242
math.DS,2023-10,268
math.DS,2023-11,248
math.DS,2023-12,248
math.DS,2024-01,266
math.DS,2024-02,247
math.DS,2024-03,279
math.DS,2024-04,235
math.DS,2024-05,276
math.DS,2024-06,229
math.DS,2024-07,273
math.DS,2024-08,232
math.DS,2024-09,260
math.DS,2024-10,319
math.DS,2024-11,283
math.DS,2024-12,249
math.DS,2025-01,247
math.DS,2025-02,200
math.DS,2025-03,256
math.DS,2025-04,269
math.DS,2025-05,240
math.DS,2025-06,225
math.DS,2025-07,276
math.DS,2025-08,236
math.DS,2025-09,282
math.DS,2025-10,339
math.DS,2025-11,286
math.DS,2025-12,304
math.DS,2026-01,271
math.DS,2026-02,252
math.DS,2026-03,394
math.DS,2026-04,345
math.DS,2026-05,324
math.DS,2026-06,344
math.FA,2017-01,118
math.FA,2017-02,116
math.FA,2017-03,181
math.FA,2017-04,126
math.FA,2017-05,165
math.FA,2017-06,202
math.FA,2017-07,130
math.FA,2017-08,144
math.FA,2017-09,150
math.FA,2017-10,173
math.FA,2017-11,180
math.FA,2017-12,139
math.FA,2018-01,168
math.FA,2018-02,140
math.FA,2018-03,185
math.FA,2018-04,184
math.FA,2018-05,161
math.FA,2018-06,159
math.FA,2018-07,143
math.FA,2018-08,153
math.FA,2018-09,138
math.FA,2018-10,163
math.FA,2018-11,176
math.FA,2018-12,183
math.FA,2019-01,163
